ID,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
3810,Locked In,2021,4.1,492,"Crime, Drama, Thriller",90,Film,R,0,None,Severe,Severe,No Rate,No Rate
3811,The Tourist,2010,6,"233,119","Action, Thriller",103,Film,PG013,0,Mild,Mild,Moderate,Mild,Mild
3812,Twin Peaks: Fire Walk with Me,1992,7.3,"92,724","Drama, Horror, Mystery",134,Film,R,0,Severe,Severe,Moderate,Severe,Severe
3813,Spartacus,1960,7.9,"130,175","Adventure, Biography, Drama",197,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
3814,Terminator Salvation,2009,6.5,"351,611","Action, Sci0Fi",115,Film,PG013,0,Mild,Moderate,Moderate,None,Moderate
3815,Still Game,2009,8.8,"6,912",Comedy,30,Series,TV014,63,Mild,None,Moderate,Mild,None
3816,American Made,2017,7.2,"168,917","Action, Comedy, Crime",115,Film,R,0,Moderate,Mild,Severe,Moderate,Mild
3817,Frankenstein,1994,6.4,"53,476","Drama, Horror, Romance",123,Film,R,0,Mild,Moderate,Mild,None,Moderate
3818,Free Fire,2016,6.4,"44,817","Action, Comedy, Crime",91,Film,R,0,None,Severe,Severe,Moderate,Moderate
3819,Nowhere Special,2020,7.6,"1,392",Drama,96,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
3820,Underworld: Blood Wars,2016,5.8,"73,082","Action, Adventure, Fantasy",91,Film,R,0,Mild,Severe,Moderate,None,Moderate
3821,Third Watch,2016,7.9,"9,457","Action, Crime, Drama",44,Series,TV014,132,No Rate,Moderate,No Rate,No Rate,No Rate
3822,Valkyrie,2008,7.1,"235,251","Drama, History, Thriller",121,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
3823,Wolf,1994,6.2,"54,670","Drama, Horror, Romance",125,Film,R,0,Mild,Moderate,Mild,Mild,Moderate
3824,Long Story Short,2021,6.5,"1,802","Comedy, Fantasy, Romance",90,Film,R,0,Mild,No Rate,Severe,No Rate,No Rate
3825,Crimson Tide,1995,7.3,"107,432","Action, Drama, Thriller",116,Film,R,0,None,Moderate,Severe,Mild,Moderate
3826,Industry,1995,6.9,"6,086",Drama,50,Series,TV0MA,11,Severe,Mild,Moderate,Severe,None
3827,Valeria,1995,6.4,"4,556","Comedy, Drama, Romance",47,Series,TV0MA,16,Severe,None,Moderate,Moderate,None
3828,American Insurrection,2021,2,510,Drama,115,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
3829,CSI: Immortality,2015,7.5,"2,134","Crime, Drama, Mystery",87,Film,TV014,0,No Rate,No Rate,No Rate,No Rate,No Rate
3830,Scanners,1981,6.8,"52,008","Horror, Sci0Fi, Thriller",103,Film,R,0,None,Severe,Mild,Mild,Severe
3831,An Unfinished Life,2005,7,"30,366","Drama, Family, Romance",108,Film,PG013,0,Mild,Moderate,Moderate,Mild,Mild
3832,T2 Trainspotting,2017,7.2,"119,073",Drama,117,Film,R,0,Severe,Moderate,Severe,Severe,Moderate
3833,Somebody Up There Likes Me,1956,7.5,"7,790","Biography, Drama, Sport",113,Film,Passed,0,None,Moderate,Mild,Mild,Mild
3834,Fallen,1998,7,"79,162","Action, Crime, Drama",124,Film,R,0,Mild,Moderate,Moderate,Mild,Moderate
3835,Best in Show,2000,7.5,"59,330",Comedy,90,Film,PG013,0,Moderate,Mild,Mild,None,None
3836,Midnight Run,1988,7.5,"82,314","Action, Comedy, Crime",126,Film,R,0,None,Mild,Severe,Moderate,Mild
3837,The Farewell,2019,7.6,"57,921","Comedy, Drama",100,Film,PG,0,None,None,Mild,Mild,None
3838,Ronin,1998,7.3,"178,049","Action, Crime, Thriller",122,Film,R,0,None,Severe,Moderate,Mild,Mild
3839,Ancient Aliens,1998,7.2,"10,450","Documentary, Fantasy, History",42,Series,TV0PG,204,None,Mild,Mild,None,Moderate
3840,George of the Jungle,1997,5.5,"74,855","Action, Adventure, Comedy",92,Film,PG,0,Mild,Mild,None,Mild,Mild
3841,Collateral Beauty,2016,6.8,"96,222","Drama, Romance",97,Film,PG013,0,None,None,Mild,None,None
3842,17 Again,2009,6.4,"189,984","Comedy, Drama, Fantasy",102,Film,PG013,0,Moderate,Mild,Mild,Moderate,None
3843,On Becoming a God in Central Florida,2019,7.2,"4,998",Comedy,46,Series,TV0MA,11,Mild,Moderate,Moderate,Moderate,Mild
3844,Flag Day,2021,4.7,477,"Drama, Thriller",109,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
3845,Mistresses,2021,7.1,"13,116","Drama, Romance, Thriller",43,Series,TV014,52,Mild,No Rate,No Rate,No Rate,No Rate
3846,Killer Klowns from Outer Space,1988,6.2,"35,573","Comedy, Horror, Sci0Fi",88,Film,PG013,0,Mild,Moderate,Mild,Mild,Mild
3847,Escape Plan: The Extractors,2019,4.4,"13,313","Action, Crime, Thriller",97,Film,R,0,None,Severe,Severe,None,Moderate
3848,Freaky Friday,2003,6.2,"131,577","Comedy, Family, Fantasy",97,Film,PG,0,Mild,None,Mild,None,Mild
3849,Catastrophe,2003,8.2,"17,638",Comedy,24,Series,TV0MA,24,Moderate,No Rate,Severe,No Rate,No Rate
3850,Debris,2021,6.5,"7,392","Drama, Mystery, Sci0Fi",None,Series,TV0PG,13,No Rate,No Rate,No Rate,No Rate,No Rate
3851,Power Book IV: Force,2021,No Rate,No Votes,"Crime, Drama",None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
3852,Anaconda,1997,4.8,"100,818","Action, Adventure, Horror",89,Film,PG013,0,Mild,Severe,Moderate,Mild,Moderate
3853,The Inspector Lynley Mysteries,1997,7.4,"4,546","Crime, Drama, Mystery",90,Series,TV014,23,None,Severe,None,Severe,Severe
3854,Horns,2013,6.5,"81,030","Comedy, Crime, Drama",120,Film,R,0,Severe,Severe,Severe,Moderate,Moderate
3855,The Spiderwick Chronicles,2008,6.5,"92,188","Action, Adventure, Drama",96,Film,PG,0,None,Moderate,Mild,None,Moderate
3856,The Virtuoso,2021,4.9,"4,978","Action, Thriller",110,Film,R,0,Moderate,Moderate,Mild,Mild,No Rate
3857,Diff'rent Strokes,2021,6.6,"10,434","Comedy, Drama, Family",30,Series,TV0PG,181,Mild,None,None,Mild,Mild
3858,Avenue 5,2021,6.6,"14,239","Comedy, Sci0Fi",None,Series,TV0MA,10,Mild,Mild,Severe,Mild,Mild
3859,Cat's Eye,1985,6.3,"24,104","Comedy, Horror, Thriller",94,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
3860,Rules of Engagement,1985,7.3,"32,673","Comedy, Romance",22,Series,TV0PG,101,No Rate,No Rate,No Rate,No Rate,No Rate
3861,Night at the Museum: Secret of the Tomb,2014,6.2,"113,956","Adventure, Comedy, Family",98,Film,PG,0,None,Mild,Mild,Mild,Mild
3862,Return to the Blue Lagoon,1991,5.2,"19,243","Adventure, Drama, Romance",102,Film,PG013,0,Mild,Mild,None,None,None
3863,The Protector,1991,6.6,"33,550","Action, Fantasy, Sci0Fi",40,Series,TV0MA,32,Mild,Mild,Moderate,Mild,Mild
3864,Jaws 30D,1983,3.7,"42,287","Adventure, Horror, Thriller",99,Film,PG,0,Mild,Moderate,Mild,Mild,Moderate
3865,Dick Tracy,1990,6.1,"59,868","Action, Comedy, Crime",105,Film,PG,0,Mild,Moderate,None,Mild,Mild
3866,The Man from Snowy River,1982,7.3,"8,530","Adventure, Drama, Romance",102,Film,PG,0,None,Mild,Mild,Mild,None
3867,The House of the Devil,2009,6.4,"43,143","Horror, Mystery",95,Film,R,0,None,Severe,Mild,Mild,Severe
3868,Lost Highway,1997,7.6,"136,693","Mystery, Thriller",134,Film,R,0,Severe,Severe,Moderate,Mild,Severe
3869,Tayna pechati drakona,2019,4.7,"5,579","Action, Adventure, Family",120,Film,PG013,0,None,Mild,Mild,Mild,Mild
3870,Peppa Pig,2019,6.2,"4,365","Animation, Adventure, Comedy",9,Series,TV0Y,304,None,None,Mild,None,Mild
3871,The Dressmaker,2015,7.1,"57,473","Comedy, Drama",119,Film,R,0,Mild,Moderate,Mild,Mild,Moderate
3872,Finding You,2021,6.1,"2,018","Drama, Romance",119,Film,PG,0,None,No Rate,No Rate,No Rate,No Rate
3873,The Burning,1981,6.4,"17,549",Horror,91,Film,R,0,Moderate,Severe,Moderate,Mild,Moderate
3874,Sinister 2,2015,5.3,"51,685","Horror, Mystery, Thriller",97,Film,R,0,None,Severe,Moderate,Mild,Severe
3875,Weekend at Bernie's,1989,6.4,"52,730","Adventure, Comedy, Crime",97,Film,PG013,0,Mild,Mild,Mild,Mild,None
3876,Ãˆ stata la mano di Dio,2021,7.3,338,Drama,130,Film,R,0,Moderate,No Rate,No Rate,No Rate,No Rate
3877,Mud,2012,7.4,"174,443",Drama,130,Film,PG013,0,Mild,Moderate,Moderate,Mild,Mild
3878,La pianiste,2001,7.5,"60,093","Drama, Music",131,Film,R,0,Severe,Moderate,Moderate,Mild,Severe
3879,Smokey and the Bandit,1977,7,"48,070","Action, Adventure, Comedy",96,Film,PG,0,Mild,Mild,Moderate,Mild,None
3880,Dante's Peak,1997,6,"86,689","Action, Adventure, Thriller",108,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
3881,"Doogie Howser, M.D.",1997,6.5,"8,443","Comedy, Drama, Family",30,Series,TV0PG,97,None,Mild,None,Mild,Mild
3882,Strange But True,2019,5.9,"4,151",Thriller,96,Film,PG013,0,Mild,Mild,Moderate,Moderate,Moderate
3883,Yes Day,2021,5.7,"20,492","Comedy, Family",86,Film,PG,0,None,Mild,None,None,None
3884,I Spit on Your Grave: Deja Vu,2019,2.3,"2,463","Horror, Thriller",148,Film,Not Rated,0,Severe,Severe,Severe,Mild,Moderate
3885,The Jungle Book,1967,7.6,"173,033","Animation, Adventure, Comedy",78,Film,G,0,None,Mild,None,None,Mild
3886,Smokin' Aces,2006,6.7,"141,825","Action, Comedy, Crime",109,Film,R,0,Moderate,Severe,Severe,Severe,Severe
3887,Mannequin,1987,5.9,"30,803","Comedy, Fantasy, Romance",90,Film,PG,0,Mild,Mild,Mild,Mild,None
3888,Treasure Planet,2002,7.2,"110,023","Animation, Adventure, Family",95,Film,PG,0,None,Mild,None,Mild,Mild
3889,Gokushufudo,2002,7.3,"3,076","Animation, Action, Comedy",16,Series,TV014,10,None,Mild,Moderate,Mild,None
3890,Blues Brothers 2000,1998,4.9,"32,611","Action, Comedy, Crime",123,Film,PG013,0,Mild,Mild,Mild,Mild,None
3891,Easy Rider,1969,7.3,"105,849","Adventure, Drama",95,Film,R,0,Mild,Moderate,Mild,Severe,Mild
3892,Miranda,1969,8.2,"14,376",Comedy,30,Series,TV0MA,20,Mild,None,Mild,Mild,None
3893,The Ridiculous 6,2015,4.8,"46,822","Action, Adventure, Comedy",119,Film,TV014,0,Moderate,Moderate,Moderate,Mild,Mild
3894,Shrek Forever After,2010,6.3,"193,816","Animation, Adventure, Comedy",93,Film,PG,0,Mild,Mild,Mild,Mild,Mild
3895,Heavenly Creatures,1994,7.3,"61,972","Biography, Crime, Drama",99,Film,R,0,Moderate,Moderate,Mild,Mild,Moderate
3896,The Brothers Grimm,2005,5.9,"118,683","Action, Adventure, Comedy",118,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
3897,Olympus Has Fallen,2013,6.5,"266,391","Action, Thriller",119,Film,R,0,None,Severe,Severe,Mild,Severe
3898,From Dusk Till Dawn: The Series,2013,6.9,"19,852","Action, Crime, Fantasy",45,Series,TV0MA,30,Moderate,Severe,Moderate,Moderate,Severe
3899,Nurse Jackie,2013,7.7,"25,825","Comedy, Drama",27,Series,TV0MA,80,Moderate,Moderate,Severe,Severe,Moderate
3900,The Little Vampire,2000,5.8,"10,173","Adventure, Comedy, Family",95,Film,PG,0,No Rate,Mild,None,Mild,Mild
3901,Rounders,1998,7.3,"146,609","Crime, Drama",121,Film,R,0,Moderate,Moderate,Severe,Moderate,Mild
3902,The Girl Who Got Away,2021,5.7,"3,478","Horror, Thriller",116,Film,TV0MA,0,Mild,Severe,Moderate,No Rate,No Rate
3903,Sudden Impact,1983,6.6,"43,170","Action, Crime, Thriller",117,Film,R,0,Moderate,Severe,Moderate,Moderate,Severe
3904,The Boy Next Door,2015,4.7,"40,671",Thriller,91,Film,R,0,Severe,Severe,Severe,Mild,Severe
3905,The Lego Batman Movie,2017,7.3,"138,551","Animation, Action, Adventure",104,Film,PG,0,None,Mild,Mild,None,Mild
3906,Nanny McPhee,2005,6.6,"72,220","Comedy, Family, Fantasy",97,Film,PG,0,None,Mild,None,None,None
3907,Seulgiroun Euisasaenghal,2005,8.8,"3,743","Comedy, Drama",84,Series,TV014,24,No Rate,None,None,None,None
3908,Deadly Cuts,2021,7.2,52,Comedy,90,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
3909,Liar,2021,7.1,"8,209","Crime, Drama, Thriller",45,Series,TV014,12,Mild,Mild,Mild,Mild,Moderate
3910,Tra(sgre)dire,2000,5.5,"5,389","Comedy, Drama",91,Film,Not Rated,0,Severe,None,Mild,Mild,None
3911,B Positive,2000,6,"1,906","Comedy, Drama",22,Series,TV014,22,Mild,None,None,Moderate,None
3912,Roma cittÃ  aperta,1945,8.1,"25,141","Drama, Thriller, War",103,Film,Not Rated,0,Mild,Moderate,None,Mild,Severe
3913,Swingers,1996,7.2,"79,641","Comedy, Drama",96,Film,R,0,Mild,None,Severe,Moderate,None
3914,Dancing with the Stars,1996,4.7,"9,647","Family, Game0Show, Music",60,Series,TV0PG,478,Mild,None,None,None,None
3915,Las Vegas,1996,7.4,"26,702","Crime, Drama",60,Series,TV014,106,Mild,No Rate,No Rate,Mild,Mild
3916,The Counselor,2013,5.3,"98,660","Crime, Drama, Thriller",117,Film,R,0,Moderate,Severe,Severe,Moderate,Severe
3917,Velvet,2013,8.1,"5,646",Drama,43,Series,TV014,55,Severe,No Rate,Moderate,Moderate,Severe
3918,Push,2009,6.1,"108,415","Action, Sci0Fi, Thriller",111,Film,PG013,0,None,Moderate,Moderate,Moderate,Moderate
3919,The Dead Center,2018,5.8,"2,458","Horror, Mystery, Thriller",92,Film,Not Rated,0,None,Severe,Mild,Mild,Moderate
3920,Angel Heart,1987,7.3,"84,448","Horror, Mystery, Thriller",113,Film,X,0,Severe,Severe,Moderate,Moderate,Severe
3921,Jurassic World: Camp Cretaceous,1987,7.6,"5,950","Animation, Action, Adventure",24,Series,TV0PG,26,None,Mild,None,None,Moderate
3922,Z0O0M0B0I0E0S,2018,6.2,"4,532","Family, Musical, Romance",94,Film,TV0G,0,None,Mild,None,None,Mild
3923,Rock of Ages,2012,5.9,"75,925","Comedy, Drama, Musical",123,Film,PG013,0,Moderate,Mild,Moderate,Moderate,None
3924,Ella Enchanted,2004,6.3,"65,283","Comedy, Family, Fantasy",96,Film,PG,0,None,Mild,None,None,None
3925,Letters to Juliet,2010,6.5,"96,436","Adventure, Comedy, Drama",105,Film,PG,0,None,None,Mild,Mild,None
3926,Nymphomaniac: Vol. II,2013,6.7,"89,446",Drama,124,Film,Not Rated,0,Severe,Severe,Severe,Mild,Severe
3927,Heavy Metal 2000,2000,5.4,"8,161","Animation, Action, Adventure",88,Film,R,0,Moderate,Moderate,Mild,Mild,Severe
3928,Timeline,2003,5.7,"61,966","Action, Adventure, Sci0Fi",116,Film,PG013,0,None,Moderate,Moderate,Mild,Moderate
3929,The Vicar of Dibley,2003,8,"12,777",Comedy,60,Series,TV0PG,30,Mild,None,Mild,Mild,None
3930,Petite maman,2021,7.3,"1,106","Drama, Fantasy",72,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
3931,Great White,2021,4.1,"5,315","Horror, Thriller",91,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
3932,Motherland,2021,7.8,"4,103",Comedy,30,Series,TV0MA,19,Mild,None,Moderate,Mild,None
3933,Youth,2015,7.3,"74,786","Comedy, Drama, Music",124,Film,R,0,Moderate,None,Mild,Mild,Mild
3934,Annie Hall,1977,8,"258,522","Comedy, Romance",93,Film,PG,0,Moderate,None,Mild,Mild,None
3935,Red Eye,2005,6.5,"116,263",Thriller,85,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
3936,Dangerous Liaisons,1988,7.6,"67,388","Drama, Romance",119,Film,R,0,Moderate,Mild,Mild,None,Mild
3937,Spider0Man 4: Fan Film,2021,No Rate,No Votes,"Action, Adventure, Drama",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
3938,Ride Along,2014,6.2,"108,532","Action, Comedy, Crime",99,Film,PG013,0,Mild,Moderate,Moderate,Moderate,Mild
3939,The Silencing,2020,6.2,"18,068","Action, Crime, Thriller",93,Film,R,0,Mild,Moderate,Mild,Moderate,Moderate
3940,After.Life,2009,5.9,"37,850","Drama, Mystery, Thriller",104,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
3941,Queen & Slim,2019,7.1,"28,319","Crime, Drama, Romance",132,Film,R,0,Moderate,Moderate,Severe,Moderate,Moderate
3942,Central Intelligence,2016,6.3,"170,350","Action, Comedy, Crime",107,Film,PG013,0,Moderate,Moderate,Moderate,Mild,Mild
3943,Cat People,1942,7.3,"21,459","Fantasy, Horror, Thriller",73,Film,Not Rated,0,Mild,Mild,None,Mild,Mild
3944,All My Children,1942,6.6,"2,788","Drama, Romance, Mystery",60,Series,TV0PG,4050,Severe,Severe,Severe,Severe,Severe
3945,Grandma's Boy,2006,7,"80,496",Comedy,94,Film,R,0,Moderate,Mild,Severe,Severe,None
3946,The Vow,2012,6.8,"188,981","Drama, Romance",104,Film,PG013,0,Moderate,Mild,Mild,Mild,Moderate
3947,St. Elsewhere,2012,7.9,"4,168","Comedy, Drama",60,Series,TV0PG,137,No Rate,No Rate,No Rate,No Rate,No Rate
3948,Hunter Hunter,2020,6.4,"7,919","Horror, Thriller",93,Film,Unrated,0,Mild,Severe,None,Mild,Severe
3949,Algoissjiman,2021,7.3,"2,324","Drama, Romance",70,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
3950,The Man in the Moon,1991,7.3,"16,228","Drama, Romance",99,Film,PG013,0,Mild,Moderate,Mild,None,Mild
3951,Salvation,1991,7,"20,790","Drama, Sci0Fi, Thriller",43,Series,TV014,26,Mild,No Rate,No Rate,No Rate,No Rate
3952,The Kid Detective,2020,7,"14,680","Comedy, Drama, Mystery",100,Film,R,0,Mild,Mild,Moderate,Moderate,Mild
3953,CHiPs,2020,6.4,"9,074","Crime, Drama, Mystery",60,Series,TV0PG,139,No Rate,No Rate,No Rate,No Rate,No Rate
3954,Happy Death Day 2U,2019,6.2,"67,012","Comedy, Horror, Mystery",100,Film,PG013,0,Mild,Moderate,Moderate,Mild,Moderate
3955,El orfanato,2007,7.4,"151,461","Drama, Horror, Mystery",105,Film,R,0,None,Moderate,Mild,Mild,Moderate
3956,Salt,2010,6.4,"304,766","Action, Thriller",100,Film,PG013,0,Mild,Severe,Moderate,Mild,Moderate
3957,Moxie,2021,6.7,"22,231","Comedy, Drama, Music",111,Film,PG013,0,Mild,None,Mild,Mild,None
3958,Tin Star,2021,7.3,"13,236","Crime, Drama, Thriller",60,Series,TV0MA,25,Moderate,Severe,Severe,Moderate,Moderate
3959,Gandhi,1982,8,"223,910","Biography, Drama, History",191,Film,PG,0,None,Moderate,Mild,None,Moderate
3960,Naked and Afraid of Love,1982,3.1,155,"Reality0TV, Romance",60,Series,None,11,No Rate,No Rate,No Rate,No Rate,No Rate
3961,"Sex, Lies, and Videotape",1989,7.2,"52,896",Drama,100,Film,R,0,Mild,None,Moderate,Mild,Mild
3962,Yes Man,2008,6.8,"347,718","Comedy, Romance",104,Film,PG013,0,Moderate,Mild,Moderate,Moderate,None
3963,Star Trek: Nemesis,2002,6.4,"76,729","Action, Adventure, Sci0Fi",116,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
3964,The Crying Game,1992,7.3,"53,664","Crime, Drama, Romance",112,Film,R,0,Moderate,Moderate,Severe,Moderate,Severe
3965,Toy Boy,1992,6.4,"6,110","Action, Adventure, Crime",None,Series,TV0MA,21,Moderate,Moderate,Moderate,Moderate,Mild
3966,Maze Runner: The Scorch Trials,2015,6.3,"234,897","Action, Adventure, Sci0Fi",131,Film,PG013,0,None,Moderate,Moderate,Mild,Moderate
3967,Network,1976,8.1,"152,766",Drama,121,Film,R,0,Mild,Mild,Moderate,Mild,Moderate
3968,The First Purge,2018,5.2,"60,219","Action, Horror, Sci0Fi",97,Film,R,0,Mild,Severe,Severe,Moderate,Moderate
3969,The Collector,2009,6.4,"62,207","Horror, Thriller",90,Film,R,0,Moderate,Severe,Moderate,Mild,Severe
3970,13 Ghosts,1960,6.1,"5,929","Horror, Mystery",85,Film,Not Rated,0,None,Mild,None,None,Moderate
3971,Star Trek: Strange New Worlds,1960,No Rate,No Votes,"Action, Adventure, Sci0Fi",None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
3972,The Survivalist,2015,6.4,"16,592","Drama, Sci0Fi, Thriller",104,Film,Not Rated,0,Severe,Severe,None,Mild,Severe
3973,Rookie Blue,2015,7.7,"16,620","Action, Crime, Drama",42,Series,TV014,74,Mild,Moderate,Mild,Moderate,Mild
3974,Open Range,2003,7.4,"69,970","Action, Drama, Romance",139,Film,R,0,None,Moderate,Moderate,Mild,Mild
3975,Black Christmas,2019,3.4,"13,909","Horror, Mystery, Thriller",92,Film,PG013,0,Mild,Moderate,Mild,Mild,Mild
3976,The Knick,2019,8.5,"45,989","Drama, History",58,Series,TV0MA,21,Moderate,Severe,Moderate,Severe,Severe
3977,The Highwaymen,2019,6.9,"83,898","Biography, Crime, Drama",132,Film,R,0,None,Moderate,Mild,Moderate,Moderate
3978,Patriot,2019,8.3,"13,306","Comedy, Drama, Thriller",58,Series,TV0MA,18,Moderate,Moderate,Severe,Moderate,Moderate
3979,The Good Shepherd,2006,6.7,"100,949","Drama, History, Thriller",167,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
3980,Home,2015,6.6,"97,439","Animation, Adventure, Comedy",94,Film,PG,0,None,Mild,None,None,Mild
3981,Our Girl,2015,7.7,"3,829","Action, Drama, Thriller",60,Series,TV014,28,No Rate,No Rate,No Rate,No Rate,No Rate
3982,The Gambler,2014,6.1,"68,871","Crime, Drama, Thriller",111,Film,R,0,Moderate,Mild,Severe,Mild,Mild
3983,The Innocents,1961,7.8,"28,792",Horror,100,Film,Not Rated,0,None,Mild,None,None,Moderate
3984,Seeking a Friend for the End of the World,2012,6.7,"110,973","Adventure, Comedy, Drama",101,Film,R,0,Mild,Moderate,Mild,Moderate,Moderate
3985,Nocturne,2020,5.7,"7,328","Horror, Mystery, Thriller",90,Film,Not Rated,0,Mild,Moderate,Moderate,Mild,Moderate
3986,Cloudy with a Chance of Meatballs,2009,6.9,"216,940","Animation, Adventure, Comedy",90,Film,PG,0,None,Mild,Mild,None,Mild
3987,In the Tall Grass,2019,5.4,"51,569","Horror, Mystery, Sci0Fi",101,Film,TV0MA,0,Mild,Severe,Moderate,None,Moderate
3988,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,"391,697",Comedy,84,Film,R,0,Severe,Mild,Moderate,Mild,Mild
3989,Never Rarely Sometimes Always,2020,7.4,"23,959",Drama,101,Film,PG013,0,Mild,Mild,Mild,Mild,Moderate
3990,American Mary,2012,6.3,"24,525","Drama, Horror",103,Film,R,0,Severe,Severe,Severe,Moderate,Severe
3991,We Were Soldiers,2002,7.2,"135,572","Action, Drama, History",138,Film,R,0,Mild,Severe,Moderate,Mild,Severe
3992,The Grudge,2020,4.3,"23,108","Fantasy, Horror",94,Film,R,0,None,Severe,Moderate,Mild,Severe
3993,The Fundamentals of Caring,2016,7.3,"67,258","Comedy, Drama",97,Film,TV0MA,0,Mild,None,Severe,Mild,None
3994,Newness,2017,6.3,"15,660","Drama, Romance",117,Film,Unrated,0,Moderate,Mild,Moderate,Moderate,Mild
3995,Dreamcatcher,2003,5.5,"90,767","Drama, Horror, Sci0Fi",136,Film,R,0,Mild,Severe,Moderate,Mild,Severe
3996,Tarzan,1999,7.3,"213,346","Animation, Adventure, Drama",88,Film,G,0,None,Mild,None,Mild,Moderate
3997,Don't Tell Mom the Babysitter's Dead,1991,6.3,"31,676",Comedy,102,Film,PG013,0,Mild,None,Moderate,Moderate,None
3998,The Man from Earth,2007,7.9,"181,233","Drama, Fantasy, Mystery",87,Film,Not Rated,0,None,None,No Rate,Mild,Mild
3999,The Judge,2014,7.4,"185,410","Crime, Drama",141,Film,R,0,Mild,None,Moderate,Mild,None
4000,The Imaginarium of Doctor Parnassus,2009,6.8,"146,954","Adventure, Comedy, Fantasy",123,Film,PG013,0,Mild,Moderate,Mild,Moderate,Moderate
4001,The Chronicles of Narnia: Prince Caspian,2008,6.5,"201,807","Action, Adventure, Family",150,Film,PG,0,None,Moderate,None,None,Moderate
4002,The Little Girl Who Lives Down the Lane,1976,7,"14,452","Drama, Horror, Mystery",91,Film,PG,0,Moderate,Moderate,Mild,Mild,Moderate
4003,Billy Elliot,2000,7.7,"130,745","Drama, Music",110,Film,R,0,Mild,Mild,Severe,Mild,Mild
4004,Carriers,2009,6,"45,437","Action, Adventure, Drama",85,Film,PG013,0,None,Moderate,Moderate,Mild,Mild
4005,Red Riding Hood,2011,5.5,"110,201","Fantasy, Horror, Mystery",100,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
4006,According to Jim,2011,6.4,"35,174","Comedy, Romance",30,Series,TV0PG,182,Mild,Mild,Mild,Mild,None
4007,RurÃ´ni Kenshin: Sai shÃ»shÃ´ 0 The Beginning,2021,7.5,"5,981","Action, Adventure, Drama",137,Film,TV0MA,0,None,Severe,None,Mild,Mild
4008,Prozac Nation,2001,6.3,"17,724","Biography, Drama, Romance",95,Film,R,0,Mild,None,Mild,Mild,Mild
4009,Finding Dory,2016,7.3,"255,557","Animation, Adventure, Comedy",97,Film,PG,0,None,None,None,None,Mild
4010,Society,1989,6.5,"16,926","Comedy, Horror",99,Film,R,0,Moderate,Severe,Moderate,Mild,Moderate
4011,Kings,2017,5.1,"3,345","Crime, Drama, Romance",86,Film,R,0,Moderate,Severe,Moderate,Mild,Moderate
4012,White House Down,2013,6.3,"213,712","Action, Drama, Thriller",131,Film,PG013,0,None,Moderate,Moderate,Mild,Moderate
4013,Little Women,1949,7.3,"7,092","Drama, Family, Romance",122,Film,Approved,0,None,None,None,No Rate,Mild
4014,On the Basis of Sex,2018,7.1,"32,093","Biography, Drama",120,Film,PG013,0,None,None,Mild,Mild,None
4015,Ms. Marvel,2018,No Rate,No Votes,"Action, Adventure, Comedy",None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
4016,Midnight Cowboy,1969,7.8,"106,739",Drama,113,Film,X,0,Severe,Moderate,Moderate,Mild,Moderate
4017,ÃŽntregalde,2021,7.2,407,"Comedy, Drama",104,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4018,Rare Beasts,2019,5.6,865,"Comedy, Drama, Romance",87,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
4019,Whip It,2009,6.9,"65,845","Drama, Sport",111,Film,PG013,0,Mild,Mild,Moderate,Moderate,Mild
4020,Tales of Halloween,2015,5.5,"12,568","Adventure, Comedy, Fantasy",97,Film,R,0,Mild,Severe,Moderate,Mild,Severe
4021,Breathe,2017,7.2,"20,767","Biography, Drama, Romance",118,Film,PG013,0,None,Mild,Mild,Mild,Moderate
4022,Brimstone,2016,7.1,"38,672","Drama, Mystery, Thriller",148,Film,R,0,Severe,Severe,Moderate,Mild,Severe
4023,What I Like About You,2016,6.6,"12,887",Comedy,30,Series,TV0PG,86,No Rate,No Rate,Mild,No Rate,No Rate
